"userName=ebank","156.223.76.3","host-156.223.3.76-static.tedata.net","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","http://ebank.esy.es/login/profile.php","30.0421,31.4445","AS8452 TE-AS","New Cairo","Al Qahirah","EG","Fri 17th Mar,2017 06:43 am"
"userName=ebank","156.223.76.3","host-156.223.3.76-static.tedata.net","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36","http://ebank.esy.es/login/profile.php","30.0421,31.4445","AS8452 TE-AS","New Cairo","Al Qahirah","EG","Fri 17th Mar,2017 06:44 am"
